year,make,model,price,mileage
2019,Chevrolet,Cruze LS,12600,26406
2019,Chevrolet,Malibu 1LT,15800,22135
2019,Chevrolet,Malibu 1LT,15900,20661
2019,Chevrolet,Impala Premier 2LZ,22100,14531
2018,Chevrolet,Impala 2LZ,19300,32255
2018,Chevrolet,Malibu LT,14500,35920
2019,Chevrolet,Equinox 1LT,19200,26177
2019,Chevrolet,Impala Premier 2LZ,21500,17565
2019,Chevrolet,Cruze LT,13900,24122
2019,Buick,Encore Essence,18800,16341
2019,Chevrolet,Cruze LT,13600,30922
2018,Chevrolet,Cruze LT,13100,34143
2019,Chevrolet,Impala Premier 2LZ,21500,15893
2019,Cadillac,XTS Luxury,27400,22425
2018,Chevrolet,Malibu LT,14300,34509
2019,Chevrolet,Cruze LT,14700,23904
2019,Chevrolet,Malibu 1LT,15300,25238
2019,Chevrolet,Equinox 1LT,19300,28006
2019,Chevrolet,Cruze LT,13700,28902
2019,Chevrolet,Malibu 1LT,16100,21463
2019,Chevrolet,Malibu 1LT,15400,22769
2019,Chevrolet,Malibu 1LT,15800,22831
2019,Chevrolet,Malibu 1LT,15800,23512
2019,Chevrolet,Malibu 1LT,15900,18313
2019,Chevrolet,Cruze LT,13700,27775
2019,Chevrolet,Malibu 1LT,16000,16139
2019,Chevrolet,Malibu 1LT,15900,13179
2019,Chevrolet,Impala Premier 2LZ,22100,15668
2018,Nissan,Rogue S,13990,38359
2019,Chevrolet,Malibu 1LT,15900,22999
2019,Chevrolet,Malibu 1LT,15900,19311
2019,Chevrolet,Impala Premier 2LZ,21500,15238
2018,Chevrolet,Impala 1LT,17800,31730
2018,Chevrolet,Malibu LT,14100,37541
2019,Chevrolet,Malibu 1LT,16400,18496
2018,Chevrolet,Malibu LT,14600,31822
2018,Chevrolet,Cruze LT,13300,31285
2018,Chevrolet,Equinox 1LT,16300,37951
2019,Chevrolet,Malibu 1LT,16000,18966
2019,Chevrolet,Malibu 1LT,16000,20059
2018,Chevrolet,Malibu LT,14700,30011
2019,Chevrolet,Malibu 1LT,15400,27745
2019,Chevrolet,Equinox 1LT,19100,33038
2018,Chevrolet,Sonic Premier,11000,38942
2019,Chevrolet,Malibu 1LT,16300,11559
2019,Chevrolet,Impala Premier 2LZ,22500,14222
2019,Chevrolet,Equinox 1LT,17800,27027
2019,Chevrolet,Impala Premier 2LZ,21900,19045
2018,Chevrolet,Malibu LT,14600,33949
2019,Buick,Encore Essence,18000,16816
2019,Chevrolet,Malibu 1LT,15800,22451
2018,Chevrolet,Cruze LT,13000,37281
2019,Buick,Encore Essence,19100,13385
2019,Cadillac,XTS Luxury,26100,28159
2019,Buick,Encore Essence,19000,15766
2018,Chevrolet,Cruze LT,13300,33973
2018,Chevrolet,Equinox 1LT,15390,38524
2019,Chevrolet,Malibu 1LT,15800,25114
2019,Chevrolet,Malibu 1LT,15800,25913
2019,Chevrolet,Cruze LT,14800,22209
2018,Chevrolet,Cruze LT,13400,28243
2019,Chevrolet,Malibu 1LT,15900,16090
2019,Chevrolet,Cruze LS,12800,22478
2019,Chevrolet,Impala Premier 2LZ,21400,20023
2019,Cadillac,XTS Luxury,28000,15505
2019,Chevrolet,Malibu 1LT,15300,30008
2019,Cadillac,XTS Luxury,26500,21841
2019,Chevrolet,Malibu 1LT,16000,17049
2018,Chevrolet,Malibu LT,14600,32604
2019,Cadillac,XTS Luxury,25500,29201
2018,Chevrolet,Malibu LT,14200,34918
2018,Chevrolet,Malibu LT,14700,35053
2019,Chevrolet,Impala Premier 2LZ,22100,14555
2019,Chevrolet,Impala Premier 2LZ,21600,20248
2018,Chevrolet,Malibu LT,14600,32092
2019,Buick,Encore Essence,18900,17860
2018,Chevrolet,Malibu LT,14700,33022
2019,Chevrolet,Cruze LS,12400,28145
2018,Chevrolet,Malibu LT,14700,31674
2018,Buick,Encore Essence,17100,33750
2018,Chevrolet,Malibu LT,14300,36377
2019,Chevrolet,Impala Premier 2LZ,21600,21999
2018,Chevrolet,Cruze LT,13300,32723
2019,Cadillac,XTS Luxury,28100,16240
2018,Chevrolet,Malibu LT,14800,25515
2018,Chevrolet,Cruze LT,12300,37612
2019,Chevrolet,Malibu 1LT,15900,20634
2018,Chevrolet,Malibu LT,14500,34911
2018,Chevrolet,Cruze LT,13200,13900
2019,Chevrolet,Malibu 1LT,16000,15467
2019,Buick,Encore Essence,19000,12090
2019,Buick,Encore Essence,18700,17575
2018,Chevrolet,Malibu LT,14400,35415
2019,Chevrolet,Malibu 1LT,15900,22680
2019,Chevrolet,Malibu 1LT,15200,34700
2019,Buick,Encore Essence,19200,24184
2019,Chevrolet,Impala Premier 2LZ,22200,17043
2018,Chevrolet,Malibu LT,14600,32535
2019,Chevrolet,Malibu 1LT,15300,29281
2018,Chevrolet,Malibu LT,13600,38003
2019,Buick,Encore Essence,18200,20869
2019,Cadillac,XTS Luxury,26900,22570
2019,Chevrolet,Malibu 1LT,15500,19252
2019,Cadillac,XTS Luxury,27300,21149
2019,Chevrolet,Impala 1LT,17900,17141
2019,Chevrolet,Impala Premier 2LZ,22000,15745
2019,Chevrolet,Impala Premier 2LZ,22400,12759
2018,Chevrolet,Sonic Premier,11500,32634
2019,Chevrolet,Malibu 1LT,16200,18650
2019,Chevrolet,Cruze LS,12700,24065
2018,Chevrolet,Cruze LT,13300,31766
2019,Chevrolet,Cruze LT,13800,25112
2019,Cadillac,XTS Luxury,27900,11084
2019,Chevrolet,Cruze LS,12900,20870
2018,Chevrolet,Cruze LT,13400,26669
2019,Cadillac,XTS Luxury,27100,19357
2019,Chevrolet,Impala Premier 2LZ,21500,21855
2018,Chevrolet,Malibu LT,14500,34367
2019,Chevrolet,Malibu 1LT,15800,28354
2018,Chevrolet,Cruze LT,13000,35599
2018,Chevrolet,Malibu LT,14500,33347
2019,Chevrolet,Equinox 1LT,17800,29992
2019,Chevrolet,Malibu 1LT,16400,16858
2018,Chevrolet,Cruze LT,13000,39198
2019,Chevrolet,Impala Premier 2LZ,22000,19789
2019,Chevrolet,Cruze LT,14800,16167
2018,Chevrolet,Impala 1LT,16700,39387
2019,Chevrolet,Cruze LT,13800,24790
2019,Chevrolet,Impala Premier 2LZ,22000,18966
2019,Chevrolet,Impala Premier 2LZ,21700,13839
2019,Cadillac,XTS Luxury,27600,18198
2019,Chevrolet,Malibu 1LT,15900,17695
2019,Chevrolet,Cruze LS,12700,23453
2018,Chevrolet,Malibu LT,14690,30562
2018,Chevrolet,Cruze LT,13300,34521
2018,Chevrolet,Malibu LT,14500,31445
2019,Chevrolet,Malibu 1LT,16100,18151
2018,Chevrolet,Impala 2LZ,20600,29433
2018,Chevrolet,Malibu LT,14700,32419
2019,Chevrolet,Impala Premier 2LZ,21600,16641
2019,Chevrolet,Malibu 1LT,16500,12712
2019,Chevrolet,Malibu 1LT,15100,35339
2019,Buick,Encore Essence,18900,16780
2018,Chevrolet,Malibu LT,14600,25597
2019,Chevrolet,Malibu 1LT,15100,30545
2019,Chevrolet,Malibu 1LT,15900,25137
2018,Chevrolet,Malibu LT,14000,37516
2019,Chevrolet,Impala Premier 2LZ,22100,16774
2019,Chevrolet,Malibu 1LT,16400,15669
2019,Chevrolet,Impala Premier 2LZ,21500,20493
2018,Chevrolet,Malibu LT,14800,30832
2019,Chevrolet,Malibu 1LT,15500,19701
2018,Chevrolet,Cruze LT,13200,30956
2019,Chevrolet,Malibu 1LT,15400,25932
2019,Chevrolet,Malibu 1LT,16200,14132
2017,Chevrolet,Volt Premier,19481,38242
2018,Jeep,Renegade Latitude,18890,2767
2017,Chevrolet,Trax LT,14990,35795
2018,Kia,Soul +,13990,14990
2019,Dodge,Charger R/T,28990,22273
2019,Jeep,Cherokee Latitude Plus,21990,27467
2019,Dodge,Charger R/T,29990,13439
2018,Honda,CR-V EX,24961,28171
2018,Jeep,Renegade Sport,16990,3544
2017,Subaru,Impreza 2.0i Sport,19990,20900
2018,Nissan,Kicks SV,18798,731
2018,Nissan,Kicks SV,18798,240
2018,Nissan,Rogue S,18898,1085
2018,Nissan,Rogue S,18898,2328
2017,Honda,Pilot EX,25261,30813
2018,Nissan,Kicks SV,18398,691
2018,Nissan,Rogue S,19098,2025
2018,Nissan,Rogue S,18798,2396
2017,Honda,Civic EX,16481,32558
2019,Honda,Civic Sport,18981,18255
2018,Honda,Civic EX,19481,15121
2018,Honda,Civic EX,20981,14039
2019,Honda,Accord EX,24981,10542
2018,Honda,Pilot EX,26981,30010
2017,BMW,330 i xDrive,27900,30734
2018,BMW,i3 94 Ah,29900,93
2017,BMW,X3 xDrive28i,27900,36662
2018,Honda,Accord Sport,23500,18619
2018,Jeep,Renegade Trailhawk,17197,39209
2019,Ford,Escape SE,21097,4
2017,Chevrolet,Volt Premier,19681,35965
2018,Subaru,Crosstrek 2.0i Limited,27250,26429
2019,Subaru,Crosstrek 2.0i Premium,27000,6776
2019,Subaru,Crosstrek 2.0i Premium,27500,4475
2018,Subaru,Crosstrek 2.0i Premium,24250,19195
2018,Jeep,Grand Cherokee Limited,29990,23099
2018,Hyundai,Sonata SEL,16998,31608
2017,Chevrolet,Volt LT,17998,28568
2018,Hyundai,Tucson SEL,19998,18673
2018,Nissan,Maxima 3.5 SV,19998,39585
2019,Dodge,Charger GT,29998,12265
2019,Chevrolet,Trax LS,14998,13100
2018,Mitsubishi,Outlander SE,18500,26103
2018,Honda,Civic Sport Touring,25000,5295
2017,Honda,Civic EX,17000,17500
2017,Hyundai,Sonata Limited,17550,36473
2019,Dodge,Charger SXT,22998,5094
2017,Hyundai,Sonata SE,15998,32625
2019,Jeep,Compass Limited,23998,15226
2018,Dodge,Charger SXT,19998,10709
2017,Chevrolet,Volt LT,18998,30943
2018,Hyundai,Elantra Sport,17998,32905
2019,Jeep,Compass Trailhawk,22998,29942
2017,Kia,Optima Hybrid Base,9999,10999
2017,Chevrolet,Volt LT,18988,28128
2018,Subaru,Outback 2.5i Premium,23444,31230
2018,Hyundai,Tucson SEL,16998,33312
2018,Hyundai,Ioniq Hybrid Limited,24900,8941
2018,Chevrolet,Equinox 1LT,19100,18495
2018,Nissan,Murano SV,21300,34883
2019,Honda,Insight EX,22500,19969
2019,Hyundai,Sonata SEL,17800,33418
2018,Hyundai,Kona Limited,21500,11265
2018,Hyundai,Kona SEL,18700,35121
2018,Mitsubishi,Outlander SE,17400,38450
2019,Hyundai,Sonata Sport,19200,11979
2018,Buick,Regal Sportback Essence,22200,21423
2018,Kia,Optima LX Turbo,16500,15987
2018,Honda,Pilot EX,29600,10134
2018,Dodge,Charger SXT,22800,19498
2018,Chevrolet,Malibu 1LS,15500,39005
2018,Kia,Rio EX,14900,28177
2018,GMC,Terrain SLE,21000,16199
2019,Chevrolet,Bolt EV LT,25400,2762
2018,Chevrolet,Impala 1LT,18500,37585
2019,Nissan,Altima 2.5 SR,20400,15437
2018,Subaru,Outback 2.5i Premium,23100,32755
2017,Chevrolet,Cruze LS,13995,29161
2018,Subaru,Outback 2.5i Premium,25888,29353
2019,Subaru,Ascent Base 8-Passenger,29888,6411
2017,Chevrolet,Volt LT,18250,18999
2017,Ford,Fusion Energi Titanium,18999,28059
2018,Kia,Optima Plug-In Hybrid EX,22999,19135
2017,Chevrolet,Volt LT,18499,18999
2017,Ford,Fusion Energi SE Luxury,17999,18999
2017,Ford,Fusion Energi SE Luxury,17999,18999
2018,Ford,EcoSport SE,16900,21982
2017,Nissan,Maxima 3.5 S,18900,25732
2018,Nissan,Maxima 3.5 SV,19600,34502
2018,Chevrolet,Malibu LT,15100,38516
2017,Mitsubishi,Outlander SEL,18700,21270
2018,Hyundai,Kona Limited,21500,11265
2017,GMC,Acadia SLE-1,21300,26751
2018,FIAT,500X Trekking,21400,3757
2017,Mitsubishi,Outlander SEL,17700,17096
2018,Dodge,Charger SXT,25100,12112
2017,Kia,Forte SX,16200,34840
2018,Kia,Optima S,15600,38665
2018,Kia,Soul +,14800,33139
2018,Jeep,Renegade Altitude,18800,7514
2018,Mitsubishi,Outlander SE,17500,39700
2017,Chevrolet,Volt Premier,21200,31286
2018,Jeep,Renegade Latitude,18800,4240
2017,Buick,Regal Turbo Sport Touring,15900,33454
2017,Chevrolet,Volt Premier,23400,17814
2017,Hyundai,Santa Fe Sport 2.4L,16981,32849
2017,Honda,Accord EX,17481,36661
2017,Chevrolet,Volt LT,17481,30854
2017,Honda,Accord Hybrid EX-L,21981,36682
2017,Honda,Civic EX,15481,16481
2017,Honda,Accord EX,18581,35747
2018,Honda,Civic EX,18981,17108
2018,Nissan,Rogue SV,15890,27467
2018,Chevrolet,Malibu LT,14400,30004
2018,Nissan,Maxima 3.5 SV,16790,37974
2018,Nissan,Rogue SV,14890,28284
2018,Nissan,Rogue S,13690,38211
2018,Chevrolet,Cruze LT,11588,36874
2018,Nissan,Rogue S,13690,39153
2019,Jeep,Cherokee Latitude,18920,24677
2019,Mazda,CX-5 Touring,22990,14168
2018,Chevrolet,Malibu LT,16988,37942
2018,Jeep,Renegade,17888,18488
2018,Jeep,Renegade,16488,30693
2018,Nissan,Kicks SV,19888,10085
2017,Chevrolet,Bolt EV Premier,28999,29150
2019,Jeep,Compass Limited,22995,19342
2018,Hyundai,Elantra SEL,14542,37536
2018,Hyundai,Elantra SEL,14460,39042
2018,Hyundai,Elantra SEL,14679,36352
2018,Hyundai,Elantra SEL,12995,36735
2018,Hyundai,Elantra SEL,12995,35031
2018,Hyundai,Elantra SEL,12945,36168
2018,Nissan,Rogue SV,15445,38374
2018,Hyundai,Tucson SEL,14999,34696
2018,Hyundai,Elantra SEL,14515,38423
2018,Hyundai,Elantra SEL,12845,39783
2018,Hyundai,Elantra SEL,12795,39417
2018,Hyundai,Elantra SEL,13045,34127
2018,Hyundai,Elantra SEL,14651,36906
2018,Hyundai,Elantra SEL,12895,37052
2018,Nissan,Maxima 3.5 SV,21423,24697
2018,Hyundai,Elantra SEL,12995,35349
2018,Hyundai,Tucson SEL,14999,33400
2018,Hyundai,Elantra SEL,12845,37756
2018,Hyundai,Elantra SEL,13045,36289
2018,Honda,CR-V EX,25500,13381
2018,Ford,EcoSport SE,17000,6980
2017,Honda,Civic Touring,21500,31045
2018,Honda,Accord Sport,23000,30678
2017,Honda,Accord EX,19500,35835
2017,Honda,Civic EX,17989,27475
2018,Subaru,Legacy 2.5i Premium,19990,33386
2017,Chevrolet,Bolt EV LT,21551,31703
2017,Nissan,Maxima 3.5 SV,17781,37692
2018,Hyundai,Elantra SEL,14290,39748
2018,Hyundai,Tucson SEL,18490,35109
2019,Nissan,Rogue S,20758,5127
2017,BMW,X3 X3 SDRIVE28I,25753,33758
2017,BMW,320 320I SEDAN SA,22837,19714
2018,Honda,Civic Touring,23480,7408
2018,Chevrolet,Cruze LT,11795,37736
2018,Chevrolet,Equinox 1LT,15290,31086
2018,Nissan,Rogue,13790,39810
2018,Chevrolet,Impala 2LZ,17629,38808
2018,Nissan,Rogue,13990,38262
2018,Nissan,Rogue,13495,39140
2018,Nissan,Rogue,14995,39329
2018,Chevrolet,Impala 1LT,18995,36237
2019,Dodge,Charger GT,26791,12042
2019,Jeep,Cherokee Trailhawk,27995,20660
2019,Jeep,Cherokee Latitude,21995,13941
2019,Hyundai,Sonata SE,19995,18485
2019,Hyundai,Sonata SE,19995,21271
2019,Kia,Forte LXS,17998,7355
2018,Hyundai,Elantra SEL,14998,32207
2017,Honda,Civic EX-T,18998,35196
2017,Hyundai,Sonata SE,14998,30372
2019,Hyundai,Sonata SE,17998,14841
2019,Dodge,Charger GT,26998,11156
2019,Hyundai,Santa Fe SE 2.4,20998,21549
2019,Honda,Civic EX-L,23998,264
2018,Hyundai,Sonata Sport 2.0T,19500,20000
2017,Kia,Niro Touring,23000,23500
2017,Kia,Sorento SX,26000,26500
2019,Kia,Sorento LX,22000,22500
2018,Hyundai,Tucson SEL,16750,33759
2018,Chrysler,300 Limited,19000,35450
2017,Audi,A4 2.0T Premium,21500,27320
2017,Volkswagen,Golf Alltrack TSI SE,22500,25478
2017,Hyundai,Elantra Limited,14995,34860
2017,Hyundai,Sonata Sport,16995,16046
2017,Honda,Civic EX,17581,33839
2019,Chevrolet,Equinox LS,21991,4517
2019,Honda,Civic EX,22991,6462
2017,Buick,Regal Turbo Sport Touring,15267,12791
2018,Kia,Forte S,16500,5400
2017,Ford,Fusion Energi SE Luxury,16694,34283
2017,Chevrolet,Bolt EV LT,21000,21552
2017,GMC,Acadia SLE-1,23888,25948
2019,Chevrolet,Equinox 1LT,20687,20564
2019,Chevrolet,Equinox LS,23000,5375
2018,Chevrolet,Malibu LT,15994,39658
2018,Ford,EcoSport SE,15994,25389
2017,Chevrolet,Malibu 1LS,14996,38699
2018,Ford,EcoSport SES,18988,3
2019,Chevrolet,Equinox 1LT,19981,30817
2018,Nissan,Rogue SV,17991,37284
2019,Nissan,Rogue SV,23888,989
2018,Nissan,Rogue SV,18990,34575
2019,Nissan,Rogue SV,23888,1231
2018,Nissan,Rogue S,21388,5935
2018,Nissan,Murano SV,22995,36698
2019,Nissan,Rogue SV,23888,566
2018,Nissan,Rogue SV,19998,31900
2018,Nissan,Rogue SV,16799,36969
2018,Nissan,Rogue SV,17558,37592
2018,Nissan,Rogue SV,18890,33204
2018,Nissan,Murano SV,20889,35164
2018,Nissan,Rogue SV,16749,34519
2018,Nissan,Rogue SV,18799,39544
2019,Nissan,Rogue SV,25995,3317
2018,Nissan,Maxima 3.5 SV,21889,29396
2018,Nissan,Rogue SV,18890,36986
2019,Nissan,Altima 2.5 S,19990,2888
2019,Nissan,Rogue SV,25995,1529
2019,Nissan,Rogue SV,23888,1200
2018,Nissan,Rogue SV,19998,35018
2018,Nissan,Rogue SV,18890,39752
2019,Nissan,Rogue SV,25888,1243
2018,Nissan,Murano SV,18888,34457
2019,Nissan,Rogue SV,23888,1652
2018,Nissan,Rogue SV,16799,35737
2018,Nissan,Murano SV,23888,29540
2018,Nissan,Rogue SV,17991,34005
2018,Nissan,Rogue SV,19998,36045
2019,Nissan,Rogue SV,25995,2427
2018,Nissan,Rogue SV,17981,39948
2018,Nissan,Rogue SV,20995,34871
2019,Acura,ILX Premium & A-SPEC Packages,27800,8749
2019,Honda,Civic Sport,22839,8247
2019,Subaru,Forester Premium,28788,8779
2017,Ford,Focus Titanium,14998,39989
2018,Buick,Regal Sportback Preferred,18998,16469
2018,Honda,Civic EX-L w/Navi,23998,11053
2018,Hyundai,Elantra SEL,14998,35091
2017,Chevrolet,Volt Premier,20998,35987
2018,Honda,Accord EX,25998,1656
2018,Hyundai,Elantra Value Edition,16998,17026
2018,Hyundai,Elantra SEL,14998,30042
2017,Hyundai,Santa Fe SE,21424,14361
2017,Honda,Accord EX-L,20988,30863
2019,Honda,Accord Sport,25988,30
2018,Honda,Civic EX-T,19998,14412
2017,BMW,X3 X3 XDRIVE28I,28495,29469
2017,BMW,X3 X3 XDRIVE28I,29398,35061
2018,GMC,Acadia SLT-1,26999,39409
2018,Subaru,Crosstrek 2.0i Premium,22950,38851
2018,Chevrolet,Cruze LS,13995,2953
2017,Honda,Civic EX-L w/Navi,23998,39874
2017,Honda,Pilot EX,28998,24251
2018,Jeep,Grand Cherokee Altitude,28700,29897
2018,Nissan,Murano SV,21888,36871
2018,Nissan,Rogue SV,14298,36648
2018,Nissan,Rogue S,13989,37890
2018,Chevrolet,Malibu LT,14127,33876
2018,Nissan,Maxima 3.5 SV,18894,34945
2018,Chrysler,300 S,19599,34685
2018,Dodge,Charger R/T,22799,33886
2018,Chevrolet,Impala 2LZ,18699,38114
2018,Dodge,Charger R/T,21696,33453
2018,Nissan,Rogue SV,16399,35097
2018,Nissan,Rogue SV,14298,36500
2019,Chevrolet,Malibu LT,16999,20502
2018,Nissan,Maxima 3.5 SV,19699,34753
2018,Ford,EcoSport SE,15377,21587
2019,Hyundai,Sonata SE,18288,23235
2017,Dodge,Charger SE,20988,22988
2018,Hyundai,Kona SEL,19424,11876
2018,Hyundai,Tucson SEL,17080,20498
2018,Hyundai,Tucson SEL,17028,32527
2019,Jeep,Cherokee Latitude Plus,20252,23245
2017,Chevrolet,Volt LT,17748,29962
2017,Chevrolet,Volt LT,17900,35115
2017,Chevrolet,Volt LT,17900,18500
2017,Chevrolet,Cruze Premier,17500,18380
2017,Chevrolet,Volt LT,17100,35954
2017,Chevrolet,Volt LT,17900,18627
2017,Chevrolet,Volt LT,17371,35465
2018,Chevrolet,Impala 1LT,18000,18990
2017,Chevrolet,Cruze Premier,14000,14500
2019,Jeep,Cherokee Latitude,14999,39336
2019,Honda,Fit EX,20000,10
2018,Honda,Civic EX-L,22000,18745
2017,Honda,Civic EX,18000,33396
2019,Honda,Civic Sport,22500,10
2019,Honda,Civic Sport,22500,15
2019,Honda,Accord EX,27000,10
2019,Honda,CR-V EX,30000,10
2019,Honda,CR-V EX,29000,22
2017,Honda,Civic EX,18000,26042
2019,Honda,Civic Sport,22000,10
2019,Honda,Civic EX-L,25000,10
2019,Honda,Civic Touring,26000,3494
2019,Honda,HR-V Sport,24000,10
2017,GMC,Acadia SLE-1,20599,25325
2018,Jeep,Renegade Latitude,18995,15297
2019,Kia,Soul +,17995,24497
2019,Kia,Optima LX,19995,9394
2017,GMC,Acadia SLE-1,22991,26530
2019,Chrysler,300 S,25865,18907
2019,Hyundai,Santa Fe SE 2.4,19491,26735
2019,Ford,Escape SE,20297,4
2019,Ford,Escape SE,20997,4
2017,Chevrolet,Volt LT,18351,37495
2018,Nissan,Rogue SV,16981,19895
2018,Dodge,Durango GT,26500,39468
2019,Honda,Accord EX-L,28998,4691
2017,Chevrolet,Volt Premier,20998,34139
2018,Chevrolet,Malibu 1LS,17998,9809
2018,Honda,Fit EX,18998,4614
2018,Nissan,Maxima 3.5 SV,20998,37353
2018,Chevrolet,Equinox LS,18998,13683
2019,Jeep,Cherokee Trailhawk,25988,0
2019,Honda,Civic EX,21995,6446
2017,Chevrolet,Impala 1LT,16995,36171
2018,Chevrolet,Impala 1LT,16900,34478
2019,Chevrolet,Equinox 1LT,19400,19900
2018,Ford,Fusion Energi SE Luxury,18283,33394
2018,Honda,Civic EX,19900,17985
2018,Honda,Accord Sport,23900,24208
2018,Honda,Civic EX,20900,4736
2018,Honda,Accord Sport,24900,18443
2017,Kia,Cadenza Premium,20500,22736
2018,FIAT,500X Trekking,21400,3757
2018,Mitsubishi,Outlander SE,17500,39700
2017,Chevrolet,Volt Premier,22900,21784
2017,Chevrolet,Cruze LT,13400,30578
2018,Hyundai,Kona Limited,21500,11265
2017,Kia,Optima Hybrid EX,20700,17590
2018,Subaru,Crosstrek 2.0i Limited,26900,7330
2018,Kia,Rio EX,14900,28177
2018,Kia,Niro LX,18800,22951
2019,Chevrolet,Bolt EV LT,25400,2762
2017,Hyundai,Sonata Limited,18000,33059
2017,Cadillac,XT5 Base,24400,34645
2018,Subaru,Impreza 2.0i Sport,22400,12995
2018,Nissan,Leaf SL,25100,27386
2017,Ford,Fusion Energi SE Luxury,17200,31108
2018,Hyundai,Elantra GT Base,15200,23538
2017,Chevrolet,Trax LT,14500,29446
2018,Hyundai,Ioniq Hybrid Limited,24900,8941
2018,Kia,Niro LX,21500,21633
2018,Chevrolet,Trax Premier,18300,20176
2019,Chevrolet,Malibu LT,17900,20840
2018,Jeep,Renegade Latitude,17000,10650
2018,Cadillac,ATS 2.0L Turbo,20900,24732
2017,Chevrolet,Volt Premier,21200,31286
2018,Honda,Clarity Plug-In Hybrid Base,25300,8518
2018,Ford,EcoSport SES,19100,3930
2017,Honda,CR-V EX,24400,16886
2017,Kia,Niro Touring,22400,37583
2018,Ford,EcoSport SE,18600,5741
2018,Buick,Regal Sportback Essence,22200,21423
2019,Nissan,Altima 2.5 SR,22995,7915
2019,Nissan,Rogue SV,20995,8984
2019,Nissan,Rogue SV,22500,11077
2019,Nissan,Rogue SV,22279,16820
2019,Nissan,Rogue SV,23500,7040
2019,Nissan,Rogue S,21968,9441
2019,Nissan,Altima 2.5 SR,21995,8086
2019,Nissan,Rogue SV,22250,10798
2019,Nissan,Rogue SV,22995,8270
2019,Nissan,Altima 2.5 SR,20995,8514
2019,Nissan,Rogue S,20888,6340
2019,Nissan,Rogue SV,24995,6
2018,Nissan,Rogue S,18445,6498
2018,Nissan,Rogue S,18250,26084
2019,Nissan,Altima 2.0 SR,26750,1282
2017,GMC,Acadia SLE-2,24995,29629
2019,Ford,Escape SE,19999,19943
2018,Chevrolet,Equinox 1LT,18790,20845
2017,Audi,A4 Premium,21580,20885
2017,Dodge,Charger SXT,23080,31731
2019,Chevrolet,Equinox Premier,21980,19542
2018,Honda,Civic EX-T,20998,21337
2019,Ford,Escape SEL,21998,10866
2018,Nissan,Maxima 3.5 SV,19998,38345
2019,Jeep,Cherokee Latitude,17998,34821
2017,Ford,Fusion Energi Titanium,18998,37479
2019,Hyundai,Santa Fe SE 2.4,21998,23190
2018,GMC,Terrain SLE,19998,18310
2019,Chevrolet,Malibu LT,20998,21998
2018,Chevrolet,Equinox 1LT,15250,38214
2018,Chevrolet,Malibu LT,14995,29044
2018,Chevrolet,Malibu LT,14995,30111
2019,Hyundai,Kona SE,17599,19799
2019,Mitsubishi,Outlander LE,17999,18935
2018,Hyundai,Tucson SEL,16999,18851
2019,Volkswagen,Jetta 1.4T S,14599,15143
2018,Hyundai,Tucson SEL,16999,17580
2018,Chevrolet,Cruze LT,15999,32286
2018,Chevrolet,Cruze LT,15999,26869
2018,Chevrolet,Equinox 1LT,20988,30975
2018,Hyundai,Elantra SEL,15999,19588
2018,Honda,Civic EX,18989,14480
2017,Hyundai,Sonata SE,12989,35869
2018,Jeep,Renegade Sport,17988,14659
2017,Honda,Civic EX,18188,33291
2017,Chevrolet,Volt Premier,22900,21784
2018,Cadillac,ATS 2.0L Turbo,20900,24732
2019,Chevrolet,Bolt EV LT,25400,2762
2018,Kia,Niro LX,18800,22951
2017,Chevrolet,Cruze LT,13400,30578
2017,Cadillac,XT5 Base,24400,34645
2018,Mitsubishi,Outlander SE,17500,39700
2017,Honda,CR-V EX,24400,16886
2019,Chevrolet,Malibu LT,17900,20840
2017,Chevrolet,Trax LT,14500,29446
2018,Kia,Niro LX,21500,21633
2017,Chevrolet,Malibu 1LT,15100,36188
2017,Hyundai,Sonata Limited,18000,33059
2018,Hyundai,Tucson SEL,18900,39964
2018,Chrysler,300 S,22499,21582
2019,Nissan,Rogue Sport S,18595,7569
2018,Subaru,Crosstrek 2.0i Limited,26900,7330
2018,Kia,Rio EX,14900,28177
2017,Chevrolet,Malibu 1LT,15100,36188
2018,Kia,Niro LX,21500,21633
2017,Kia,Cadenza Premium,20500,22736
2018,Hyundai,Ioniq Hybrid Limited,24900,8941
2017,Chevrolet,Volt Premier,21200,31286
2018,Nissan,Leaf SL,25100,27386
2018,Buick,Regal Sportback Essence,22200,21423
2018,FIAT,500X Trekking,21400,3757
2018,Honda,Clarity Plug-In Hybrid Base,25300,8518
2018,Chevrolet,Trax Premier,18300,20176
2018,Jeep,Renegade Latitude,17000,10650
2018,Hyundai,Elantra GT Base,15200,23538
2017,Ford,Fusion Energi SE Luxury,17200,31108
2017,Kia,Optima Hybrid EX,20700,17590
2017,Kia,Niro Touring,22400,37583
2018,Subaru,Impreza 2.0i Sport,22400,12995
2018,Honda,Accord Sport,21595,21402
2017,Kia,Optima Hybrid Base,15995,34793
2017,Honda,Pilot EX,26595,38489
2017,Honda,Civic EX,16595,34900
2018,Ford,EcoSport SE,17995,5504
2018,Hyundai,Elantra SEL,15995,12422
2017,Honda,Civic EX-T,17995,31656
2017,Kia,Niro LX,21995,22995
2017,Chevrolet,Cruze LT,13472,14185
2017,Chevrolet,Volt Premier,20310,39818
2017,Chevrolet,Cruze LS,13291,21355
2018,Chevrolet,Cruze LT,14264,14965
2018,Chevrolet,Cruze LT,13481,16723
